show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,movie_title,release_date,genre,mpaa_rating,total_gross,inflation_adjusted_gross
s699,Movie,The Incredible Dr. Pol: Blue Ribbon Kids,,"Ari Rubin, Dr. Pol",,"December 1, 2019",2016.0,TV-PG,42 min,"Animals & Nature, Documentary, Family",It’s a best-of-the-kids compilation episode with the world’s most famous veterinarian.,,,,,,
s700,Movie,Coco,Lee Unkrich,"Anthony Gonzalez, Gael Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil",United States,"November 29, 2019",2017.0,PG,105 min,"Animation, Family, Fantasy",Miguel journeys to the magical land of his ancestors.,,,,,,
s701,Movie,Coco (in Spanish),Lee Unkrich,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil",,"November 29, 2019",2017.0,PG,105 min,"Animation, Family, Fantasy",Miguel journeys to the magical land of his ancestors.,,,,,,
s702,Movie,Forky Asks a Question: What is Time?,Bob Peterson,"Tony Hale, Wallace Shawn, Alan Oppenheimer, Bob Peterson",United States,"November 29, 2019",2019.0,TV-G,6 min,"Animation, Comedy, Family",Rex uses the age of dinosaurs as an example to give Forky an understanding of the concept of time.,,,,,,
s703,Movie,The Wonderful World of Disney Presents The Little Mermaid Live!,Hamish Hamilton,"Auli'i Cravalho, Queen Latifah, Shaggy , John Stamos, Graham Phillips, Amber Riley",United States,"November 27, 2019",2019.0,TV-PG,84 min,"Concert Film, Family, Fantasy",Live musical performances by a star-studded cast are interwoven into the original feature film.,,,,,,
s704,Movie,Forky Asks a Question: What is Art?,Bob Peterson,"Tony Hale, Robin Downes, Bob Peterson",United States,"November 22, 2019",2019.0,TV-G,7 min,"Animation, Comedy, Family",Mr. Pricklepants tells Forky about the complexities of being an actor and the art of performance.,,,,,,
s705,TV Show,Mickey Mouse Roadster Racers,,"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeille",,"November 20, 2019",2017.0,TV-Y,2 Seasons,"Animation, Kids, Sports",The Sensational Six race roadsters around the world!,,,,,,
s706,Movie,"Happy Birthday, Mickey!",,,,"November 18, 2019",2019.0,TV-G,2 min,"Animation, Comedy, Dance","Celebrating Mickey, the world’s most beloved character.",,,,,,
s707,Movie,Forky Asks a Question: What is a Friend?,Bob Peterson,"Tony Hale, John Ratzenberger, Bob Peterson",United States,"November 15, 2019",2019.0,TV-G,6 min,"Animation, Comedy, Family",Forky shares his thoughts on what makes a good friend based on his limited exposure to the world.,,,,,,
s708,Movie,10 Things I Hate About You,Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik, David Krumholtz, Andrew Keegan",United States,"November 12, 2019",1999.0,PG-13,98 min,"Comedy, Coming of Age, Romance","Cameron falls for the girl of his dreams, but she is forbidden to date.",,,,,,
s709,Movie,101 Dalmatians,"Wolfgang Reitherman, Hamilton Luske, Clyde Geronimi","Rod Taylor, J. Pat O'Malley, Betty Gerson, Cate Bauer, Ben Wright, Fred Worlock",United States,"November 12, 2019",1961.0,G,81 min,"Action-Adventure, Animation, Family",Cruella De Vil dognaps all of the Dalmatian puppies in London.,,,,,,
s710,Movie,101 Dalmatians II: Patch's London Adventure,"Jim Kammerud, Brian Smith","Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood, Susanne Blakeslee, Samuel West",United States,"November 12, 2019",2003.0,G,77 min,"Action-Adventure, Animation",Pongo and Perdita's pup Patch gets the chance to meet his TV hero.,,,,,,
s711,Movie,102 Dalmatians,Kevin Lima,"Glenn Close, Ioan Gruffudd, Alice Evans, Tim McInnerny, Ian Richardson, Gérard Depardieu","United States, United Kingdom","November 12, 2019",2000.0,G,104 min,"Action-Adventure, Animals & Nature, Family","Oddball, the spotless Dalmatian puppy, heads out in search of his spots.",,,,,,
s712,Movie,12 Dates of Christmas,James Hayman,"Amy Smart, Mark-Paul Gosselaar, Peter MacNeil, Mary Long, Jayne Eastwood, Laura Miyata",United States,"November 12, 2019",2011.0,TV-PG,88 min,"Comedy, Family, Fantasy","Setup on a Christmas Eve date, a woman must relive the date over and over.",,,,,,
s713,Movie,"20,000 Leagues Under the Sea",Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre, Robert Wilke, Ted de Corsia",United States,"November 12, 2019",1954.0,G,127 min,"Action-Adventure, Family, Science Fiction",Climb aboard the Nautilus and into an undersea world of adventure! See details for advisory.,,,,,,
s714,Movie,A Bug's Life,John Lasseter,"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Richard Kind",United States,"November 12, 2019",1998.0,G,98 min,"Animation, Comedy, Family",Flik goes in search of warriors to help battle the villainous grasshoppers.,,,,,,
s715,Movie,A Goofy Movie,Kevin Lima,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin, Rob Paulsen, Wallace Shawn","United States, Australia, France, Canada","November 12, 2019",1995.0,G,81 min,"Action-Adventure, Animation, Comedy",Goofy and Max hit the road and get up to their floppy ears in misadventure.,,,,,,
s716,Movie,A Kid in King Arthur's Court,Michael Gottlieb,"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig","United States, Hungary, United Kingdom","November 12, 2019",1995.0,PG,90 min,"Action-Adventure, Comedy, Coming of Age",A mysterious earthquake sends a teenage boy back into medieval times.,,,,,,
s717,Movie,A Knight for a Day,Jack Hannah,,United States,"November 12, 2019",1946.0,TV-G,7 min,"Animation, Comedy, Family","Goofy jousts for the hand of Penelope, as well as the championship. See details for advisory.",,,,,,
s718,Movie,A Ring of Endless Light,Greg Beeman,"Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers, Soren Fulton, Chris Kirby",United States,"November 12, 2019",2002.0,TV-G,88 min,"Coming of Age, Drama, Romance",Teenager Vicky Austin discovers that she can communicate with dolphins.,,,,,,
s719,Movie,Aladdin (1992),"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker, Gilbert Gottfried",United States,"November 12, 2019",1992.0,G,94 min,"Action-Adventure, Animation, Family","Aladdin, Princess Jasmine and Genie join forces to stop evil Jafar.",,,,,,
s720,Movie,Aladdin and the King of Thieves,Tad Stones,"Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin, Jerry Orbach, John Rhys-Davies",United States,"November 12, 2019",1996.0,G,86 min,"Action-Adventure, Animation, Family",Aladdin and Jasmine plan their wedding…but will the Forty Thieves ruin it?,,,,,,
s721,Movie,Aladdin: The Return of Jafar,"Toby Shelton, Tad Stones, Alan Zaslove","Jason Alexander, Jeff Bennett, Val Bettin, Liz Callaway, Dan Castellaneta, Jim Cummings",United States,"November 12, 2019",1994.0,G,71 min,"Action-Adventure, Animation, Family",Aladdin and his friends defend Agrabah from Jafar's malice.,,,,,,
s722,Movie,Alice in Wonderland,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson","Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna, Verna Felton, Pat O'Malley",United States,"November 12, 2019",1951.0,G,79 min,"Action-Adventure, Animation, Family",Join Alice as she chases the White Rabbit into a topsy-turvy world.,,,,,,
s723,Movie,Aliens of the Deep,"James Cameron, Steven Quale","Dr. Anatoly Sagalevitch, Genya Chernaiev, Victor Nischeta, Dr. Pamela Conrad, Dr. Arthur Lane, Dr. Jim Childress",United States,"November 12, 2019",2005.0,G,100 min,"Action-Adventure, Animals & Nature, Documentary",James Cameron teams up with NASA scientists to explore undersea life.,,,,,,
s724,Movie,Alley Cats Strike!,Rod Daniel,"Kyle Schmid, Robert Ri'chard, Kaley Cuoco, Mimi Paley, Joey Wilcots, Philip Williams","United States, Canada","November 12, 2019",2000.0,TV-G,87 min,"Coming of Age, Drama, Sports",Four outcast teens with a love of bowling are thrust into the spotlight.,,,,,,
s725,Movie,Almost Angels,Steve Previn,"Vincent Winter, Sean Scully, Peter Weck, Hans Holt, Bruni Löbel, Fritz Eckhardt",United States,"November 12, 2019",1962.0,TV-PG,90 min,"Coming of Age, Drama, Family",A working-class youth tries to fit in when with the famed Vienna Boys' Choir.,,,,,,
s726,Movie,America's Heart & Soul,Louie Schwartzberg,"George Woodard, Charles Jimmie Sr., The Brothers, Frank Pino, Dave Pino, John Yacobellis",United States,"November 12, 2019",2004.0,PG,88 min,"Documentary, Family",Journey across the U.S. to meet ordinary people living extraordinary lives.,,,,,,
s727,Movie,Amy,Vincent McEveety,"Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson, Lou Fant, Margaret O'Brien",United States,"November 12, 2019",1981.0,G,100 min,"Drama, Family",A young woman takes a job as a teacher in a backwoods school for the deaf.,,,,,,
s728,Movie,An Extremely Goofy Movie,Douglas McCarthy,"Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings, Brad Garrett, Vicki Lewis","United States, Australia","November 12, 2019",2000.0,G,81 min,"Animation, Comedy, Family",Goofy shows up to finish college alongside his son Max.,,,,,,
s729,TV Show,Andi Mack,,"Peyton Lee, Joshua Rush, Sofia Wylie, Asher Angel, Lilan Bowden, Lauren Tom",United States,"November 12, 2019",2016.0,TV-G,3 Seasons,"Comedy, Coming of Age, Drama","Andi's life is shaken by her sister, Bex's, surprise.",,,,,,
s730,Movie,Annie,Rob Marshall,"Kathy Bates, Alan Cumming, Audra McDonald, Kristin Chenoweth, Victor Garber, Vic Polizos",United States,"November 12, 2019",1999.0,TV-PG,91 min,"Drama, Family, Musical",Annie escapes a “hard-knock life” and finds a bighearted billionaire.,,,,,,
s731,Movie,Apollo: Missions To The Moon,Tom Jennings,"Neil Armstrong, Buzz Aldrin",United States,"November 12, 2019",2019.0,TV-PG,95 min,"Documentary, Family, Historical","With rare archival footage, this film sheds new light on an incredible time in human history.",,,,,,
s732,Movie,Atlantis Rising,Simcha Jacobovici,"Georgeos Diaz-Montexano, Peter Vincenti, Richard Freund, Simcha Jacobovici, Charles Pellegrino, Félix Rodrigues",Canada,"November 12, 2019",2017.0,TV-PG,94 min,"Documentary, Historical",Filmmakers go in search of Atlantis using Plato's writings as a guide to lead the way.,,,,,,
s733,Movie,Atlantis: Milo's Return,"Tad Stones, Toby Shelton, Victor Cook","James Taylor, Cree Summer, John Mahoney, Jacqueline Obradors, Don Novello, Corey Burton",United States,"November 12, 2019",2003.0,G,83 min,"Action-Adventure, Animation, Family",Explorers emerge from below the sea to solve threatening mysteries above.,,,,,,
s734,Movie,Atlantis: The Lost Empire,"Gary Trousdale, Kirk Wise","Michael Fox, James Garner, Cree Summer, Don Novello, Phil Morris, Claudia Christian",United States,"November 12, 2019",2001.0,PG,98 min,"Action-Adventure, Animation, Family",Brave explorers venture under the sea seeking legendary Atlantis.,,,,,,
s735,Movie,Auntie Edna,Ted Mathot,"Brad Bird, Eli Fucile, Maeve Andrews, Nick Bird, Noelle Zuber, Craig Nelson",United States,"November 12, 2019",2018.0,TV-G,7 min,"Animation, Comedy, Family",Has famous fashionista Edna Mode met her match in Jack-Jack?,,,,,,
s736,Movie,Avatar,James Cameron,"Sam Worthington, Zoë Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi",United States,"November 12, 2019",2009.0,PG-13,162 min,"Action-Adventure, Science Fiction",A man embarks on an adventure to an exotic world that he learns to call home & fights to protect.,,,,,,
s737,Movie,Babes in the Woods,Burt Gillett,,United States,"November 12, 2019",1932.0,TV-Y7,8 min,"Animation, Family, Fantasy",Two children wander the forest and get lured into a witch's house. See details for advisory.,,,,,,
s738,Movie,Babes in Toyland,Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, Tommy Kirk, Kevin Corcoran",United States,"November 12, 2019",1961.0,TV-PG,106 min,"Family, Fantasy, Musical",Villainous Barnaby tries to spoil Tom Piper and Mary Contrary's wedding.,,,,,,
s739,Movie,Bambi,David Hand,,United States,"November 12, 2019",1942.0,G,72 min,"Animation, Drama, Family",Bambi sets off with his best friends to explore the wonders of the woods.,,,,,,
s740,Movie,Bambi II,Brian Pimental,"Patrick Stewart, Alexander Gould, Keith Ferguson, Brendon Baerg, Nicky Jones, Andrea Bowen",United States,"November 12, 2019",2006.0,G,75 min,"Animation, Drama, Kids","Bambi reunites with his father, The Great Prince.",,,,,,
s741,Movie,Bao,Domee Shi,,"United States, Canada","November 12, 2019",2018.0,G,8 min,"Animation, Family, Fantasy",A Chinese mom’s life changes when her dumpling comes alive.,,,,,,
s742,Movie,Beach Picnic,Clyde Geronimi,,United States,"November 12, 2019",1939.0,TV-G,9 min,"Animation, Comedy, Family",Donald Duck and Pluto are at the beach. See details for advisory.,,,,,,
s743,Movie,Bearly Asleep,Jack Hannah,,United States,"November 12, 2019",1955.0,TV-PG,7 min,"Animation, Comedy, Family",Donald Duck is a ranger and puts the bears to sleep for the winter. See details for advisory.,,,,,,
s744,Movie,Beauty and the Beast: Belle's Magical World,Bob Kline,"Robby Benson, Paige O'Hara, David Stiers, Jerry Orbach, Jeff Bennett, Jim Cummings",United States,"November 12, 2019",1998.0,G,71 min,"Animation, Anthology, Fantasy","In three short stories, see Belle make a gloomy castle fit for a princess.",,,,,,
s745,Movie,Beauty and the Beast: The Enchanted Christmas,Andy Knight,"Paige O'Hara, Robby Benson, Jerry Orbach, David Stiers, Bernadette Peters, Tim Curry","Canada, United States","November 12, 2019",1997.0,G,73 min,"Animation, Family, Fantasy",Former composer Forte threatens to keep Belle and Beast apart forever.,,,,,,
s746,Movie,Beezy Bear,Jack Hannah,,United States,"November 12, 2019",1955.0,TV-G,7 min,"Animation, Comedy, Family",Donald tries to catch the bear that is stealing his honey. See details for advisory.,,,,,,
s747,Movie,Before the Flood,Fisher Stevens,"Leonardo DiCaprio, John Kerry, Barack Obama, Bill Clinton",United States,"November 12, 2019",2016.0,TV-14,96 min,Documentary,Leonardo DiCaprio searches for answers on the issue of climate change.,,,,,,
s748,Movie,Benji the Hunted,Joe Camp,"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini",United States,"November 12, 2019",1987.0,G,89 min,"Action-Adventure, Animals & Nature, Family",Benji must navigate the wilderness while caring for orphaned cougar cubs.,,,,,,
s749,TV Show,Best Friends Whenever,,"Lauren Taylor, Shelby Bender, Gus Kamp, Ricky Garcia, Benjamin Royer, Matthew Royer",United States,"November 12, 2019",2015.0,TV-G,2 Seasons,"Buddy, Comedy, Coming of Age",Best friends gain the ability to travel through time!,,,,,,
s750,TV Show,Big City Greens (Shorts),,,,"November 12, 2019",2017.0,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Head to the big city with the Green family!,,,,,,
s751,Movie,Big Hero 6,"Don Hall, Chris Williams","Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr.",United States,"November 12, 2019",2014.0,PG,105 min,"Action-Adventure, Animation, Family",A boy genius and his robot team up to save their city.,,,,,,
s752,TV Show,Big Hero 6 The Series (Shorts),,,,"November 12, 2019",2017.0,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",The team introduces Baymax to everyday activities.,,,,,,
s753,Movie,Bizarre Dinosaurs,Jenny Kubo,Peter Cullen,United States,"November 12, 2019",2009.0,TV-PG,46 min,"Animals & Nature, Documentary, Family","Which dinosaurs were the strangest of the strange, and how did they get that way?",,,,,,
s754,Movie,Blank Check,Rupert Wainwright,"Brian Bonsall, Karen Duffy, Miguel Ferrer, James Rebhorn, Tone Lōc, Jayne Atkinson",United States,"November 12, 2019",1994.0,PG,94 min,"Comedy, Family","An 11-year-old cashes a blank check for a million bucks, with wild results.",,,,,,
s755,Movie,Boat Builders,Ben Sharpsteen,,United States,"November 12, 2019",1938.0,TV-G,8 min,"Animation, Comedy, Family",Mickey and friends build a boat but it falls apart when christened. See details for advisory.,,,,,,
s756,Movie,Bolt,"Chris Williams, Byron Howard","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton",United States,"November 12, 2019",2008.0,PG,98 min,"Action-Adventure, Animation, Comedy",Hollywood's smallest star embarks on a paws-itively awesome adventure!,,,,,,
s757,Movie,Bone Bandit,Charles Nichols,,United States,"November 12, 2019",1948.0,TV-G,7 min,"Animation, Comedy, Family",Pluto's efforts to dig up a bone are frustrated by his allergy. See details for advisory.,,,,,,
s758,TV Show,Bonkers,,"Charlie Adler, Corey Burton, Jesse Corti, Jim Cummings, Frank Welker, Gregg Berger","United States, Hong Kong, South Korea, France, Canada, China, United Kingdom, Australia, Japan, Taiwan, Philippines","November 12, 2019",1993.0,TV-G,1 Season,"Animation, Comedy, Kids",A washed-up cartoon star begins a new life as the first toon cop in Hollywood.,,,,,,
s759,Movie,Boundin',Bud Luckey,Bud Luckey,United States,"November 12, 2019",2004.0,G,6 min,"Animation, Family, Kids",The musical story of a dancing sheep.,,,,,,
s760,TV Show,Boy Meets World,,"Ben Savage, William Daniels, Betsy Randle, Will Friedle, Rider Strong, Lee Norris",United States,"November 12, 2019",1993.0,TV-PG,7 Seasons,"Comedy, Coming of Age, Family","Adolescent Cory Matthews grows up, and faces problems with friends, family, and school.",,,,,,
s761,Movie,Brave,"Mark Andrews, Brenda Chapman","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd","United States, United Kingdom","November 12, 2019",2012.0,PG,94 min,"Animation, Coming of Age, Family",Princess Merida must undo a beastly curse before it’s too late.,,,,,,
s762,Movie,Brave Little Toaster to the Rescue,Robert Ramirez,"Deanna Oliver, Tim Stack, Jon Lovitz, Thurl Ravenscroft, Phil Hartman, Jay Mohr",United States,"November 12, 2019",1999.0,TV-G,75 min,"Action-Adventure, Animation",The gang tries to save their animal pals from being sent to a testing lab.,,,,,,
s763,Movie,Breaking2,Martin Roe,"Lelisa Desisa, Eliud Kipchoge, Zersenay Tadese",United States,"November 12, 2019",2017.0,TV-PG,55 min,"Documentary, Sports",Three of the world’s most elite distance runners set out to break the 2-hour marathon barrier.,,,,,,
s764,Movie,Brink!,Greg Beeman,"Erik von Detten, Sam Horrigan, Christina Vidal, Robin Riker, Geoffrey Blake, Patrick Levis",United States,"November 12, 2019",1998.0,TV-G,90 min,"Coming of Age, Drama, Sports",An in-line skater quits his crew to join a corporate-sponsored team.,,,,,,
s765,Movie,Brother Bear,"Aaron Blaise, Robert Walker","Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis, Dave Thomas, D.B. Sweeney",United States,"November 12, 2019",2003.0,G,90 min,"Action-Adventure, Animation, Family",A boy transformed into a bear makes an epic journey to become human again.,,,,,,
s766,Movie,Brother Bear 2,Benjamin Gluck,"Patrick Dempsey, Mandy Moore, Jeremy Suarez, Rick Moranis, Dave Thomas, Andrea Martin",United States,"November 12, 2019",2006.0,G,78 min,"Action-Adventure, Animation, Family",Bear Kenai is haunted by dreams of his previous life as a human child.,,,,,,
s767,Movie,Buffalo Dreams,David Jackson,"Reiley McClendon, Simon Baker, Graham Greene, Tessa Vonn, Max van Ville, Chris Hunter",United States,"November 12, 2019",2005.0,TV-G,90 min,"Buddy, Coming of Age, Drama",Two teenagers are sent on a vision quest by a Navajo elder.,,,,,,
s768,TV Show,Bug Juice: My Adventures at Camp,,,United States,"November 12, 2019",2017.0,TV-G,1 Season,"Coming of Age, Docuseries, Family",Camp Waziyatah opens its doors for a fun summer.,,,,,,
s769,Movie,BURN-E,Angus MacLane,"Angus MacLane, Tessa Swigart",United States,"November 12, 2019",2008.0,TV-G,8 min,"Animation, Comedy, Family",BURN-E the welding bot is locked out of the star liner.,,,,,,
s770,Movie,Cadet Kelly,Larry Shaw,"Hilary Duff, Christy Romano, Shawn Ashmore, Aimee Garcia, Linda Kash, Nigel Hamer","United States, Canada","November 12, 2019",2002.0,TV-G,100 min,"Comedy, Coming of Age",An artsy teen goes from fab to drab after enrolling in a military academy.,,,,,,
s771,Movie,Camp Nowhere,Jonathan Prince,"Christopher Lloyd, Jonathan Jackson, Wendy Makkena, Tom Wilson, Andrew Keegan, Marne Patterson",United States,"November 12, 2019",1994.0,PG,96 min,"Comedy, Coming of Age, Family",An actor and some teenagers create the summer camp of their dreams.,,,,,,
s772,Movie,Camp Rock,Matthew Diamond,"Demi Lovato, Joe Jonas, Meaghan Martin, Maria Canals-Barrera, Alyson Stoner, Julie Brown",United States,"November 12, 2019",2008.0,TV-G,96 min,"Coming of Age, Music, Musical",Mitchie gets the chance to spend a summer at a prestigious music camp.,,,,,,
s773,Movie,Camp Rock 2: The Final Jam,Paul Hoen,"Demi Lovato, Joe Jonas, Nick Jonas, Kevin Jonas, Daniel Fathers, Daniel Kash",United States,"November 12, 2019",2010.0,TV-G,101 min,"Coming of Age, Music, Musical","To save Camp Rock, Mitchie challenges Camp Star to a final jam.",,,,,,
s774,Movie,Can of Worms,Paul Schneider,"Michael Shulman, Erika Christensen, Adam Wylie, Andrew Ducote, Lee Garlington, Brighton Hertford","United States, Canada","November 12, 2019",1999.0,TV-PG,84 min,"Comedy, Coming of Age, Science Fiction",Aliens invade when a teen asks for intergalactic help to escape Earth.,,,,,,
s775,Movie,Candleshoe,Norman Tokar,"David Niven, Helen Hayes, Jodie Foster, Leo McKern, Vivian Pickles, Veronica Quilligan","United Kingdom, United States","November 12, 2019",1978.0,G,101 min,"Comedy, Coming of Age, Crime",A tomboy cons a nobleman to find a treasure trove of Spanish doubloons.,,,,,,
s776,Movie,Canine Caddy,Clyde Geronimi,,United States,"November 12, 2019",1941.0,TV-G,8 min,"Animation, Comedy, Family",Pluto caddies for Mickey on the golf course. See details for advisory.,,,,,,
s777,Movie,Cars,John Lasseter,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy , Cheech Marin, Tony Shalhoub",United States,"November 12, 2019",2006.0,G,117 min,"Animation, Comedy, Family",Race car Lightning McQueen gets stranded in a small town on Route 66.,,,,,,
s778,Movie,Cars 2,John Lasseter,"Owen Wilson, Larry the Cable Guy , Michael Caine, Emily Mortimer, John Turturro, Eddie Izzard",United States,"November 12, 2019",2011.0,G,107 min,"Animation, Comedy, Family",Lightning McQueen and Mater go overseas to compete in the World Grand Prix.,,,,,,
s779,Movie,Cars 3,Brian Fee,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion, Larry the Cable Guy , Armie Hammer",United States,"November 12, 2019",2017.0,G,103 min,"Animation, Comedy, Family",Lightning McQueen must face a new generation of racers.,,,,,,
s780,Movie,Cars Toon: Air Mater,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson, Stacey Keach, Jonathan Adams, Jan Rabson, Lori Alan",United States,"November 12, 2019",2011.0,TV-G,5 min,"Animation, Comedy, Family",Mater’s decision to fly lands him at a big airshow.,,,,,,
s781,Movie,Cars Toon: Heavy Metal Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,"November 12, 2019",2010.0,TV-G,5 min,"Animation, Comedy, Family",Mater is a rock star in a heavy metal band.,,,,,,
s782,Movie,Cars Toon: Hiccups,Jeremy Lasky,"Keith Ferguson, Larry the Cable Guy , Michael Wallis, Tony Shalhoub, Lloyd Sherr, Bonnie Hunt",United States,"November 12, 2019",2013.0,TV-G,3 min,"Animation, Comedy, Family",Lighting McQueen gets the hiccups.,,,,,,
s783,Movie,Cars Toon: Mater Private Eye,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson",United States,"November 12, 2019",2010.0,TV-Y7,6 min,"Animation, Comedy, Family",Mater searches for clues on a major crime scene.,,,,,,
s784,Movie,Cars Toon: Mater the Greater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,"November 12, 2019",2008.0,TV-Y7,5 min,"Animation, Comedy, Family",Mater the Greater is a famous daredevil.,,,,,,
s785,Movie,Cars Toon: Monster Truck Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,"November 12, 2019",2010.0,TV-Y7,6 min,"Animation, Comedy, Family",Mater is a monster truck wrestler.,,,,,,
s786,Movie,Cars Toon: The Radiator Springs 500 1/2,"Rob Gibbs, Scott Morse","Owen Wilson, Larry the Cable Guy , Steve Purcell, Jess Harnell, John Cygan,  Danny  Mann",United States,"November 12, 2019",2014.0,TV-Y7,6 min,"Animation, Comedy, Family",Baja racers descend on Radiator Springs.,,,,,,
s787,Movie,Casebusters,Wes Craven,"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr",United States,"November 12, 2019",1986.0,TV-PG,46 min,"Drama, Family, Mystery",Sibling sleuths investigate a crime that threatens their family business.,,,,,,
s788,Movie,Cheetah,Jeff Blyth,"Keith Coogan, Lucy Deakins, Timothy Landfield, Breon Gorman, Collin Mothupi, Ka Vundla",United States,"November 12, 2019",1989.0,G,84 min,"Action-Adventure, Animals & Nature, Family",American teens traverse the African desert to rescue their adopted cheetah.,,,,,,
s789,Movie,Chef Donald,Jack King,,United States,"November 12, 2019",1941.0,TV-G,8 min,"Animation, Comedy, Family",Donald is inspired by a radio program to make waffles. See details for advisory.,,,,,,
s790,Movie,Chicken Little,Mark Dindal,"Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart, Amy Sedaris, Steve Zahn",United States,"November 12, 2019",2005.0,G,84 min,"Animation, Comedy, Disaster","When disaster strikes, Chicken Little hatches a plan to save the day.",,,,,,
s791,TV Show,Chip 'n Dale's Rescue Rangers,,"Corey Burton, Peter Cullen, Jim Cummings, Tress MacNeille","United States, Taiwan, South Korea, China, Japan, United Kingdom","November 12, 2019",1989.0,TV-G,1 Season,"Action-Adventure, Animation, Comedy",Chip and Dale head a small group of animal characters who monitor the human and animal communities.,,,,,,
s792,Movie,Chip an' Dale,Jack Hannah,,United States,"November 12, 2019",1947.0,TV-G,7 min,"Animation, Comedy, Family",Chip and Dale have to save their home from Donald Duck. See details for advisory.,,,,,,
s793,Movie,Cinderella,"Wilfred Jackson, Hamilton Luske, Clyde Geronimi","Ilene Woods, Eleanor Audley, Verna Felton, Rhoda Williams, James MacDonald, Luis Van Rooten",United States,"November 12, 2019",1950.0,G,77 min,"Animation, Family, Fantasy",Cinderella's enchanted evening must end when a spell is broken at midnight.,,,,,,
s794,Movie,Cinderella II: Dreams Come True,John Kafka,"Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka, Russi Taylor, Susanne Blakeslee",United States,"November 12, 2019",2002.0,G,77 min,"Animation, Fantasy, Kids","Three royal tales, featuring Cinderella and her life in the palace.",,,,,,
s795,Movie,Cinderella III: A Twist in Time,Frank Nissen,"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka",United States,"November 12, 2019",2007.0,G,79 min,"Animation, Fantasy, Kids",Cinderella's stepmother steals a magic wand and turns back time.,,,,,,
s796,Movie,Clock Cleaners,Ben Sharpsteen,,United States,"November 12, 2019",1937.0,TV-G,9 min,"Animation, Comedy, Family","Mickey, Donald and Goofy are trying to clean the clock of a tower. See details for advisory.",,,,,,
s797,Movie,Cloud 9,Paul Hoen,"Luke Benward, Dove Cameron, Mike Manning, Kiersey Clemons, Amy Farrington, Patrick Fabian",United States,"November 12, 2019",2014.0,TV-G,89 min,Sports,Two unlikely friends must overcome self-doubt to achieve their dreams.,,,,,,
s798,Movie,College Road Trip,Roger Kumble,"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper",United States,"November 12, 2019",2008.0,G,84 min,"Comedy, Coming of Age, Family",An overprotective dad joins his daughter in search of the perfect college.,,,,,,
